title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
"National Intern for People and Culture (HR), Phnom Penh, Cambodia",UNICEF,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425478455/,"UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.
Across 190 countries and territories, we work for every child, everywhere, every day, to build a better world for everyone.
And we never give up.
For every child, 
commitment
UNICEF started operation in Cambodia in 1952 and opened first country office in 1973 in Phnom Penh. More information on what we do in Cambodia is available at 
https://www.unicef.org/cambodia/
.
How can you make a difference?
UNICEF works in over 190 countries and territories to promote the rights of every child. In Cambodia, the Country Programme 2024–2028 supports national efforts to ensure that all children, especially the most disadvantaged, realize their rights to survival, development, protection, and participation.
The People and Culture (P&C) Team play a critical role in enabling UNICEF to deliver on its mandate by fostering a supportive workplace, strengthening organizational culture, and ensuring effective people management practices.
To qualify as an advocate for every child you will have…
- Currently enrolled in at least the 3rd year or recently graduated in Human Resources, Business Administration, Psychology, or a related field
- Proficiency in English and Khmer (written and spoken)
- Strong organizational and communication skills
- Attention to detail and ability to manage multiple tasks
- Proficiency in Microsoft Office tools and Canva
- Interest in people management, workplace culture, and organizational development
- Commitment to UNICEF’s mission and values. 
The Intern Should Be
- Respect for diversity and inclusion
- Sensitivity to child rights and safeguarding principles
- Ability to work in a multicultural environment
- Integrity and respect for confidentiality 
Duration And Working Hours
The internship is full-time, 4 months between July- October, from Monday to Friday (8 hours per day). Flexible working hours may be arranged in consultation with and upon approval of the supervisor.
Learning And Professional Development Opportunities
The intern will have the opportunity to:
- Gain practical experience in People and Culture within a UN organization
- Learn about recruitment, staff engagement, wellbeing, and organizational culture
- Receive coaching and feedback from experienced P&C professionals
- Develop professional and interpersonal skills
Benefits Of Internship
- Monthly stipend: USD 300 (if not otherwise funded)
- One-time reimbursement (e.g. insurance): up to USD 100
- UNICEF covers official duty travel if required
- Laptops and office space and facilities provided
- Reasonable accommodation for people with disabilities
- Flexible working arrangements.
Please find the terms of reference for this assignment in the attachment below.
ToR_National Intern P&C - TMS.docx
For every Child, you demonstrate...
UNICEF’s Core Values of Care, Respect, Integrity, Trust, Accountability and Sustainability (CRITAS) underpin everything we do and how we do it. Get acquainted with Our Values Charter: UNICEF Values
UNICEF Competencies Required For This Post Are...
-  Builds and maintains partnerships (2) Demonstrates self-awareness and ethical awareness (3) Drive to achieve results for impact (4) Innovates and embraces change (5) Manages ambiguity and complexity (6) Thinks and acts strategically (7) Works collaboratively with others.
During the recruitment process, we test candidates following the competency framework. Familiarize yourself with our competency framework and its different levels: competency framework here.
UNICEF is here to serve the world’s most disadvantaged children and our global workforce must reflect the diversity of those children. The UNICEF family is committed to include everyone, irrespective of their race/ethnicity, age, disability, gender identity, sexual orientation, religion, nationality, socio-economic background, or any other personal characteristic.
We offer a wide range of benefits to our staff, including paid parental leave, breastfeeding breaks and reasonable accommodation for persons with disabilities. UNICEF strongly encourages the use of flexible working arrangements.
UNICEF has a zero-tolerance policy on conduct that is incompatible with the aims and objectives of the United Nations and UNICEF, including sexual exploitation and abuse, sexual harassment, abuse of authority and discrimination. UNICEF is committed to promote the protection and safeguarding of all children. All selected candidates will, therefore, undergo rigorous reference and background checks, and will be expected to adhere to these standards and principles. Background checks will include the verification of academic credential(s) and employment history. Selected candidates may be required to provide additional information to conduct a background check.
Remarks
UNICEF appointments are subject to medical clearance. Issuance of a visa by the host country of the duty station, which will be facilitated by UNICEF, is required for IP positions. Appointments may also be subject to inoculation (vaccination) requirements, including against SARS-CoV-2 (Covid). Government employees that are considered for employment with UNICEF are normally required to resign from their government before taking up an assignment with UNICEF. UNICEF reserves the right to withdraw an offer of appointment, without compensation, if a visa or medical clearance is not obtained, or necessary inoculation requirements are not met, within a reasonable period for any reason.
Only shortlisted candidates will be contacted and advance to the next stage of the selection process.
                
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Officer, Customer Service",Chip Mong Land,"Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425060988/,"Company Description
 
Chip Mong Land, a subsidiary of Chip Mong Group, Ltd., is a leading property developer in Cambodia. With a strong reputation for sourcing and distributing high-quality construction materials, Chip Mong Land focuses on innovative and luxurious residential developments. Its flagship project, ""The Park Land Sen Sok,"" is a 20-hectare residential area featuring modern villas, leisure facilities, and easy access to essential amenities in Phnom Penh. The company's projects are designed by both local and international architects and engineers, ensuring quality and sophistication for a premium living experience. Chip Mong Land offers flexible purchasing options, including mortgages of up to 17 years, making homeownership accessible to their customers.
 
Role Description
 
This is a full-time on-site role based in Phnom Penh, Cambodia, for an Officer, Customer Service. The Officer will handle day-to-day customer interactions, ensuring a high level of customer satisfaction and support. Responsibilities include responding to customer inquiries, providing solutions to resolve issues, gathering feedback to enhance the customer experience, and working closely with other departments to maintain service standards.
 
Qualifications
 
- Strong Interpersonal Skills for effective communication and relationship building
- Proficiency in Customer Service, Customer Support, and delivering optimal Customer Satisfaction
- Experience in creating and maintaining positive Customer Experiences
- A strong ability to handle stakeholder engagements in a professional and courteous manner
- Proficiency in Khmer and English is highly preferred
- Relevant experience in customer service roles, preferably in the real estate or property development sector
- Bachelor's degree in Business Administration, Communication, or a related field        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Officer, Delivery (logistic control)","N.V.C Corporation Co., Ltd. (Vital Premium Water).","Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425074850/,"Responsibilities
Pre-arrange Sales Orders (SO) plan and assign drivers to deliver products to designated customers’ location
Generate shipment from System and allocate delivered products to assigned drivers to achieve the effective distribution of goods.
Ensure that drivers collect all COD (Cash on Delivery) payments from customers following invoices reference
Follow up drivers while on delivery duties to ensure that delivery time is effectively implemented
Ensure that drivers and assistant drivers well understand product storage conditions
Ensure that drivers and assistant drivers demonstrate good attitude toward customers in a polite manner
Ensure that each and every goods delivery invoice is accepted and signed by customer
Coordinate with warehouse team to ensure that finished goods loaded in the truck are in right and correct quantity
Implement ISO policy ISO 9001:2015, ISO 14001:2015, ISO 2200:2005
Other tasks as assigned by manager(s)
Qualifications
1 Education:
- Diploma, Associate Degree, Bachelor Degree or equivalent qualifications
2 Experiences:
- 1-year experience in delivery arrangement
3 Skills and knowledge:
- Know geographical roadmaps especially in Phnom Penh
- Be able to use basic MS. Office (Ms.Word/Excel, Outlook..)
- Knowledge in document control
- Demonstrate good mathematical calculations        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Officer, Fraud Investigation - 01Post.",CAMMA Corporate Learning and Development Center,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4421597967/,"Roles & Responsibilities
- Work as a fraud investigation team and conducts the fraud investigation service according to the plan or assigned from Head of Operational Risk and Fraud Management department or other relevant stakeholder on the suspicious alert of possible fraudulent activities.
- Conduct site visit the clients/transactions of the alert suspicious report from Hattha fraud detection system.
- Produce appropriate, timely reports to the Head of operational risk and fraud management Department and relevant management team as deadline requested.
- Communicate with relevant stakeholder/branch manager to addressing the suspicious transactions/actions for effectiveness of providing fraud investigation service.
- Identify the risk of fraud area around Hattha’s activities and set priority to find the fraud case.
- Enter all premises of the Hattha Bank and have access to and inspect all documents and records as required;
- Able to request cooperation from other staff of Hattha Bank to support and supply such information, explanations, documents and records as may be needed for investigation purpose.
- Have unrestricted access to line managers, employees of the Hattha Bank at any reasonable time for investigate purpose.
- Perform other tasks assigned by direct supervisor.
Job Requirements
- BBA degree in the field of financial, banking, Business Management or Economics or another related field.
- Highly acquainted with computer system and program such as MS. Word/Excel/Power Point, core banking system.
- Understanding of financial/banking business operation.
- Work experience in different areas of the institution or bank at least 1 year related to Banks and Financial Institutions, including experience in field of risk management, audit and fraud function would be an advantage.
- Ability to maintain good relationships with both internal and external parties.
How To Apply
- Interest candidate, please submit us your Application Form or CV (attached with National ID Card or Birth Letter) via email: career@hatthabank.com or our nearest branches or Telegram 069 222 800 / 086 354 354 / 069 720 169.
Company Description
Hattha Bank Plc. is a leading bank in Cambodia, licensed by National Bank of Cambodia. Having been operating for more than 25 years with MDI status in the market, with its rapidly success, Hattha Bank has transformed its status from MDI to commercial bank in 2020, and continue providing diversified financial services to individual and SME businesses; and jump into retail consumer financial market and corporate customer in urbanities through its 177 branches and 129 ATMs (24/7) nationwide. As December 2019, HKL deposit balance stood at USD 599 million with 259,720 depositors, while credit portfolio accounted for USD 1,051 million with 168,889 borrowers.Hattha Bank is a subsidiary of Bank of Ayudhya (Krungsri), the fifth largest commercial bank in Thailand, and a member of MUFG Bank, the Japan’s largest banking group, and one of the largest and most diversified financial groups in the world.
                
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Officer, Internal Audit",ONE MORE GROUP Careers,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425089577/,"Key Responsibilities 
- Documentation business process flow follows the understanding from auditee.
- Perform audit tests through verifying the compliance of policies, standard of operation and practice of the Company's operations
- Prepare audit working papers and evidences supporting each finding for superior's review
- Discuss the audit finding with Senior Internal Auditor
- Assist Senior Internal Auditor in conducting Implementation Status Review based on agreed action and timeline by auditee
- Draft the full audit recommendation following the result testing and agreements from auditee
- Conduct spot check and/or observe asset counts of the Company 
- Comply with company policies, rules and work ethics 
- Other tasks assigned by Management.
Qualifications
1.    
Education: 
o  Bachelor in Accounting or Finance.
2.    Experiences: 
o  Fresh graduate or having 1 year experience in internal audit is an advantage.
3.    Skills and knowledge: 
o  Good commend in English.
o  Computer Literate (Microsoft Office and Quick book).
o  Good communication skills both verbal and in writing.
- o  Possess knowledge of Microsoft Office and other useful system.        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Officer, Procurement",Chip Mong Retail,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425096665/,"Job Summary: 
Prepare & check purchase order to ensure proper and efficient transactional procurement activities specifically in daily ordering of goods and services, and the following up of orders and the contacting of suppliers in connection with such issues as deliveries and complaints; monitor and control the day to day operation. 
﻿
Job Responsibilities: 
- Prepare and verify PO documents ensuring that the suppliers are realistic and commercial. 
- Work with procurement officers to ensure proper and efficient transactional procurement activities specifically in daily ordering of goods and services 
- Provide advice on the administration for all contractual arrangements and amendments to enable that transition is timely forwarded to departments and users. 
- Monitor and control the day to day operation of the service ensuring that financial and other operational targets are met. 
- Help to develop and maintain appropriate systems and records. 
- Work with related departments, contractors, and authorities in solving related work issues. 
- Document Data Keeping, Master Data and Flow process 
- Authorize Payment and Settlement  
- Perform other duties as assigned. 
 
Job Requirements: 
- Bachelor’s degree in Accounting, Business Administration or a related field. 
- At least 1-2 years of experience in procurement, communication, or a related area. 
- Knowledge of procurement law, regulation and guideline 
- Knowledge of market conditions, sources of supply and available commodities 
- Knowledge in Microsoft Office (Word, Excel, and Power Point) 
- Good command of English 
- Analytical and logical thinking skills         
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Officer, Procurement & Logistics",ONE MORE GROUP Careers,"Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425079747/,"Job Summary
 
The overall role of Officer, Procurement & Logistics is to manage purchasing activities, supplier coordination, shipment arrangements, and inventory monitoring by ensuring timely procurement of materials and efficient logistics management while maintaining cost control and compliance with company requirements.
Key Responsibilities 
 
1      Source and evaluate suppliers for packaging materials, logistics services, and other operational requirements to ensure quality, cost efficiency, and reliable supply continuity.
2      Request quotations, compare pricing, and negotiate commercial terms with suppliers to achieve competitive purchasing conditions and cost savings for the company.
3      Coordinate import/export shipments with suppliers, freight forwarders, and related parties to ensure smooth and timely transportation of goods.
4      Verify shipping documents such as Commercial Invoice, Packing List, Bill of Lading, and other logistics documents to ensure accuracy and compliance with shipping requirements.
5      Track shipment schedules and monitor delivery status to ensure on-time arrival of goods and minimize delays.
6      Monitor logistics costs and optimize transportation efficiency to support cost control and operational effectiveness.
7      Maintain accurate logistics and shipment records in order to prepare shipment summaries, logistics reports, and support internal tracking purposes.
8      Ensure compliance with company procedures, import/export regulations, and shipping requirements to minimize operational risks and maintain smooth logistics operations.
Success Factors
1.     Materials and logistics services are sourced on time, at competitive cost, and with reliable quality.
2.     Shipments and deliveries are coordinated smoothly with minimal delays or issues.
3.     Shipping documents and records are accurate, complete, and submitted on time.
4.     Strong coordination is maintained with suppliers, forwarders, and internal departments to support smooth operations.
Qualifications 
 
1.     Education: 
Bachelor’s degree in Supply Chain, Logistics, Business Administration, or related field.
 
2.     Experiences: 
o  Minimum 1–3 years of experience in procurement, logistics, or supply chain operations.
o  Experience in import/export procedures is preferred.
3.     Skills and knowledge: 
o  Good negotiation and communication skills.
o  Strong analytical and problem-solving ability.
o  Proficient in Microsoft Office, especially Excel.
o  Ability to work under pressure and meet deadlines.
o  Good command of English usable in business communication; Chinese language skill is an advantage.         
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
People Development and Engagement Supervisor,"Trax Intertrade Co., Ltd.","Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425073161/,"Job Requirements:
- Plan and deliver staff training programs.
- Assess skill gaps across departments.
- Design and implement engagement strategies.
- Lead annual employee engagement survey.
- Organize recognition and wellness activities.
Qualification:
- 1-2 years up in L&D or employee engagement
- Experience designing and delivering training programs
- Strong MS Office skills & Email
- Strong interpersonal and coaching skills
- Team player and collaborative        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Pharmacist,SME Careers,Cambodia,2026-06-08,https://www.linkedin.com/jobs/view/4425459679/,"In this hourly, remote contractor role, you will work as a Pharmacist Subject Matter Expert (SME) to review AI-generated medication- and pharmacy-related responses and/or generate expert pharmacy content, evaluating reasoning quality and step-by-step clinical problem-solving while providing precise written feedback. You will assess solutions for accuracy, clarity, safety, and adherence to the prompt; identify errors in pharmacotherapy reasoning, dosing logic, contraindications, interactions, monitoring, and patient counseling; fact-check medical and drug information; write high-quality explanations and model solutions that demonstrate correct clinical reasoning; and rate and compare multiple responses based on correctness and reasoning quality. This role is with SME Careers, a fast-growing AI Data Services company and subsidiary of SuperAnnotate, delivering training data for many of the world’s largest AI companies and foundation-model labs. Your pharmacy expertise directly helps improve the world’s premier AI models by making their medication guidance, clinical safety reasoning, and patient-facing explanations more accurate, reliable, and clearly explained.
Important
There is no immediate project for this role; however, if qualified, you will be among the first experts we reach out to when relevant opportunities arise. This will also provide you with access to future projects available through our expert network.
Key Responsibilities
-  Develop AI Training Content: Create detailed prompts and gold-standard pharmacy responses across therapeutics, drug information, counseling, and medication safety topics.
-  Optimize AI Performance: Evaluate and rank AI responses to improve safety, clinical correctness, clarity, and contextual relevance.
-  Ensure Model Integrity: Test AI outputs for inaccuracies, unsafe recommendations, and bias; validate reliability across use cases and patient populations.
Your Profile
-  PharmD or Bachelor’s/Master’s degree in Pharmacy (BPharm/MPharm) and active pharmacist licensure (or eligibility), with strong grounding in pharmacology, therapeutics, and medication safety.
-  5+ years of professional experience in pharmacy practice (community, hospital, ambulatory care, clinical pharmacy, managed care, or similar).
-  Confident in pharmacotherapy reasoning (indication-based selection, dosing, titration, monitoring, deprescribing) and explaining why a recommendation follows from the evidence.
-  Strong understanding of disease states, guideline-based therapy, medication reconciliation, and patient care workflows across settings (ED/inpatient/outpatient).
-  Exceptional attention to detail when fact-checking drug content and identifying unsafe assumptions, missing contraindications, interaction risks, allergy considerations, or misinterpretation of labs; minimum C1 English proficiency.
-  Comfortable evaluating answers for internal consistency (timelines, physiology, dosing units, formulation selection), appropriateness for setting, and patient safety implications.
-  Reliable, self-directed, and able to deliver consistent quality in an hourly, remote contractor workflow across time zones.
-  Previous experience with AI data training/annotation, medication-use evaluation, drug information, clinical documentation review, PBM/managed care review, or healthcare editorial QA is strongly preferred.        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Photo, Video Producer and Editor",Chip Mong Group,"Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425075094/,"Job Description 
Duties and Responsibilities 
- Initiate creative ideas for photo and video production
- Compile and prepare documentation related to production
- Maintain media equipment and archives of photos/videos
- Edit pictures and videos as assigned
- Archive approved media content
- Coordinate with other departments to gather information
- Convert supervisor’s inputs into visual content
- Make decisions on routine tasks and video format
- Perform other duties as assigned
Qualification 
- Bachelor’s degree in Media, Graphic Design, Photography, or related field
- 1–2 years in media production 
- Basic understanding of branding and marketing
- Familiarity with camera equipment and editing software
- Proficiency in Adobe Creative Suite (Photoshop, Premiere Pro, etc.)
- Strong storytelling and visual communication skills
- Teamwork and problem-solving abilities
- Willingness to learn and adapt
- Willing to travel occasionally for shoots or business support
- Open to working flexible hours and attending field events        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Production QA (Textile),"Williams-Sonoma, Inc.","Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4395016323/,"Job Description
Purpose of this Function:
Develop and secure the manufacturing quality in compliance to the WSI requirements and ensure good quality products are produced and delivered on time to satisfying our customer expectations.
Purpose Of The Job
This function will lead activities to secure new product’s quality in compliance and keep improving in existing products to secure customer’s satisfaction. This job is carried out in close cooperation with sourcing team and vendors.
Key Responsibilities
Lead and secure
-  Process control plan 
-  Identify key risk /critical areas/process and algin key actions plan to ensure key process control parameters are set and followed by vendors. 
-  Inspection 
-  Perform inspections base on WSI quality standard and process/system and follow up in re- inspection for the failed SKU/PO, work out CAP to prevent further failure. 
-  FIP (focus inspection program) management 
-  Train quality standard and inspection process for vendor’s designated QA and secure vendor’s DQA to be successfully certificated 
-  Monitor vendor’s DQA’S performance and follow up in the CAR to secure vendor’s FIP performance 
-  Quality improvement 
-  Customer feedback analysis and define root cause and work with vendor/functional team to work out corrective and preventive actions to drive the improvement. 
-  PPM and handover 
-  According to PPM process to secure handover’s successful and validate onsite vendor’s inspection standard (documents and samples) 
-  FCQE -Factory capability and quality evaluation for potential new supplier’s production facilities and quality systems and follow the CAR 
Core Competences
Desirable Qualifications and Competencies:
-  Very good knowledge in respective Textile & gear product category (backpack, home textile, lighting, decorative products, etc. category experience is preferred ） on constructions, materials, product, and quality levels 
-  Very good knowledge of production processes and production technologies 
-  Knowledgeable in process evaluation technique and analysis of suppliers working methods and performance 
-  Very good knowledge of the product requirements, regulatory standards, and process test requirements 
-  Minimum of 3 years hands on experience in manufacturing background in home textile, backpack 
-  Understanding of product and materials value chain and cost aspects. 
-  Understanding of QA/QC working tools and customer analysis skills 
-  Language requirement: English is MUST, Chinese is preferred 
General Competence
-  Solution oriented with good analytical and structured approach 
-  Genuinely interested in understanding the reality of production and continuous improvements 
-  Ability to make decisions and solve problems with a holistic view and sense of urgency and a never compromising attitude towards quality 
-  Ability to motivate & lead colleagues and vendors to secure product quality and customer satisfaction 
-  Capability to lead projects and secure implementation 
-  Curiosity to learn about customer needs and requirements and continuously learn. 
Key Performance Indicators
-  Vendor Scorecard (D&Q and Claims) 
-  Production process and product quality (Audit and inspection) 
-  Newness and key carryover order on-time shipment        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Production QA (Upholstery),"Williams-Sonoma, Inc.","Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4392383620/,"Job Description
Purpose of this Function:
Develop and secure the manufacturing quality in compliance to the WSI requirements and ensure good quality products are produced and delivered on time to satisfying our customer expectations.
Purpose Of The Job
This function will lead activities to secure new product’s quality in compliance and keep improving in existing products to secure customer’s satisfaction. This job is carried out in close cooperation with sourcing team and vendors.
PQA will be based in Bavet City, Svay Rieng Province and be comfortable travelling around the region.
Key Responsibilities
Lead and secure
Process control plan
- Identify key risk /critical areas/process and algin key actions plan to ensure key process control parameters are set and followed by vendors. 
Inspection
- Perform inspections base on WSI quality standard and process/system and follow up in re- inspection for the failed SKU/PO , work out CAP to prevent further failure.
FIP(focus inspection program) management
- Train quality standard and inspection process for vendor’s designated QA and secure vendor’s DQA to be successfully certificated
- Monitor vendor’s DQA’S performance and follow up in the CAR to secure vendor’s FIP performance 
Quality improvement
- Customer feedback analysis and define root cause and work with vendor/functional team to work out corrective and preventive actions to drive the improvement. 
PPM and handover
- According to PPM process to secure handover’s successful and validate onsite vendor’s inspection standard (documents and samples) 
FCQE 
- Factory capability and quality evaluation for potential new supplier’s production facilities and quality systems and follow the CAR 
Core Competences
Desirable Qualifications and Competencies:
-  Very good knowledge in respective home furnishing product category （Furniture is MUST and Upholstery category experience is preferred on constructions, materials, product, and quality levels
-  Very good knowledge of production processes and production technologies
-  Knowledgeable in process evaluation technique and analysis of suppliers working methods and performance
-  Very good knowledge of the product requirements, regulatory standards, and process test requirements
-  Minimum of 5 years hands on experience in manufacturing background in home furnishing merchandise (Furniture category is MUST and upholstery is preferred).
-  Understanding of product and materials value chain and cost aspects.
-  Understanding of QA/QC working tools and customer analysis skills
-  Language requirement: Chinese is MUST, English is preferred
General Competence
-  Solution oriented with good analytical and structured approach
-  Genuinely interested in understanding the reality of production and continuous improvements
-  Ability to make decisions and solve problems with a holistic view and sense of urgency and a never compromising attitude towards quality
-  Ability to motivate & lead colleagues and vendors to secure product quality and customer satisfaction
-  Capability to lead projects and secure implementation
-  Curiosity to learn about customer needs and requirements and continuously learn.
Key Performance Indicators
-  Vendor Scorecard (D&Q and Claims)
-  Production process and product quality (Audit and inspection)
-  Newness and key carryover order on-time shipment        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
"Project Sales Executive - Key Account
            ( 2 )",ISI STEEL,"Phnom Penh, Phnom Penh, Cambodia",2026-06-07,https://www.linkedin.com/jobs/view/4421599177/,"Job Description
- Promoting and selling ISI Products that has been assigned.
- Customer focused- direct sales to resident project, develop-er/owner/contractor etc.
- Liaise and coordinate with owner/developer/contractor, as a con-sultant, technical matter for their project.
- Responsible to meet sales target as agreed. 
- Plan daily/weekly sale activities and report to superior.
- Provide Insight projects information for better decision.
- Work closely with the finance/account team to ensure all money is collected.
- Perform any other duties as assigned by the superior.
Job Requirement
- Bachelor in business administration or civil engineering. 
- Experience of at least one year in a sales position, in the construction business, is a plus.
- Good Written and speaking in English, ability to communication in Chinese is a plus.
- Be able to drive a car and ability to travel provincially.
- Passion to work as a salesperson.
- Good negotiation and presentation skills are required.
- Hard working, Integrity, Innovative effective communication skill, and with teamwork spirit competencies (Technical & Soft Skill)
- Complete vocational construction training
- Ability to communication in Chinese is a plus.
- Experience in the construction business, is a plus.
Competitive Offer
- Annual Salary Increment
- Annual Performance Bonus
- Learning and Development
- Canteen
- Coffee
- Group Personal Accident Insurance ( Forte )
- Working Accident and Health care Insurance ( NSSF )
- Company Events
- Uniforms
- Other terms and conditions follow to Company’s internal policy.
Notice: Only shortlisted candidates will be contacted for an interview.        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Quality Assurance and Accreditation Manager,University of Technology and Entrepreneurship,"Tuol Kouk, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425048554/,"Company Description
The University of Technology and Entrepreneurship (UTE), located in Phnom Penh, Cambodia, is a forward-thinking institution merging technology, entrepreneurship, and ethical leadership. UTE is dedicated to fostering critical thinking, research skills, and real-world preparedness in its students, enabling them to thrive in a rapidly evolving global environment. Guided by the values of RISE and IMPACT, UTE is shaping innovative leaders and changemakers for Cambodia and beyond, focusing on the future of education and societal progress.
-       Lead the university’s quality assurance framework, policies, and procedures.
-       Manage internal audits, continuous improvement reviews, and QA reporting.
-       Coordinate accreditation processes, including ACC, AUN-QA, SARs, and external reviews.
-       Oversee curriculum alignment, academic standards, teaching quality, and student outcomes.
-       Maintain QA data, indicators, evidence, and support for data-driven decision-making.
-       Train staff and promote a university-wide culture of quality and continuous improvement. Top of Form
-       Teach 1-2 classes per term and play a role in a relevant university committee. 
Qualifications
-      At least holding a Master’s degree in Higher Education, Quality Assurance, Educational Management, or related field
-      At least 3–5 years of experience in higher education quality assurance or accreditation.
-      Proven experience with ACC accreditation processes and/or AUN-QA framework (strong advantage).
- Experience in engineering, IT, or business education institutions is highly desirable.
Application Process
- Deadline: July 30, 2026
How to Apply:
 Submit your 
CV
, 
cover letter
, and 
supporting documents
 
Email: 
career@ute.ac
/hr@ute.ac
Telephone: 010 260 232
Please indicate the 
position title
 you are applying for in the subject line.
 Example: 
Application – Head of Computing and Information Technology        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Quality Control Inspector (Softline),QIMA,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4339343598/,"Company Description
At QIMA, we’re on a mission to help our clients make products consumers can trust.
Working with over 30,000 global brands, retailers, manufacturers and food growers, we are on the ground wherever products are made. We help businesses secure every step of their supply chain with quality inspections, supplier audits, certifications, and lab testing, all powered by our intelligent digital platform.
Our team of 5,000 QIMates (and counting) across 40 offices and laboratories, are united in our shared passion for innovation and integrity, and guided by our QIMA values in the decisions we make every day. We believe in the work we do, and in making a positive difference in the world. Does this sound like something you’d like to be a part of?
Our Consumer Goods Division is dedicated to helping brands, retailers and manufacturers worldwide deliver safe, quality and ethically made products to their consumers. Every day at work, our inspectors, auditors, and lab techs use their expertise to help safeguard the products you use every day in your home: from clothes and footwear to toys and baby products, to electronics, appliances, and furniture.
Our operations department’s purpose is to deliver our industry-leading services to our clients while ensuring that all the work we do is performed to the QIMA standard of quality
Job Description
As an Quality Inspector, you’ll be reporting to Inspector Team Leader or Operations Manager and working as part of our Operations department. The purpose of QIMA’s Operations team is to deliver our industry-leading services to our clients while ensuring that all the work we do is performed to the QIMA standard of quality.
Your main duties will revolve around on-site quality inspections of our clients’ products.
- Check email daily to receive inspection documents.
- Attend to inspections on time and communicate with supplier in a professional way.
- Perform the inspection of the merchandise according with company procedures. Supervise the stuffing of the containers according with company procedures.
- Fulfill inspection reports according with company procedures and timelines.
Qualifications
It could be you if you have:
- Possess a college degree or above in apparel or related fields
- Experience of more than 3 years in quality management for garment/textile products
- Knowledge of AQL standards, as well as relevant safety and quality regulations
- Good command of English (spoken and written)
- Great attention to detail and strong professional ethics        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
Route Planning Manager,Air Cambodia,"Phnom Penh, Phnom Penh, Cambodia",2026-06-08,https://www.linkedin.com/jobs/view/4425049528/,"Tips: Provide a summary of the role, what success in the position looks like, and how this role fits into the organization overall.
Responsibilities
1.Responsible for the design and optimization of the global route network, formulating strategies for route openings and adjustments in line with civil aviation market trends.
2.Conduct market, passenger flow, and competitor research and analysis; calculate route profitability to support passenger business growth.
Coordinate route approvals, slot applications, and capacity allocation; liaise with civil aviation authorities, airports, and partner airlines to ensure successful route implementation.
3.Collaborate with sales and revenue departments to optimize operational strategies, improve load factors, and maximize route profitability.
Continuously monitor market and policy changes, dynamically adjust route planning to reduce operational risks.
Work location: Phnom Penh, Cambodia.
Qualifications
1.Bachelor’s degree or above in Aviation Management, Transportation, Marketing, or related fields.
2.Minimum of 10 years of route planning experience with international airlines, including at least 5 years in departmental management; proficient in global route approval processes and market regulations.
3.Strong command of English, capable of independently conducting overseas market research, business negotiations, and cross-regional collaboration.
4.Exceptional market analysis and data interpretation skills; familiarity with the Southeast Asian civil aviation market is preferred.
5.Outstanding cross-departmental coordination and resource integration abilities, with proven capacity to respond quickly to market changes.        
            
                            
            ",0,0,0,0,2026-06-08 20:13:28.804539
